State-Year,homicide_rate,gun_homicide_rate,other_homicide,homicide_pct_difference,suicide_rate,gun_suicide_rate,other_suicide,suicide_pct_difference,background_checks_q2,criminals_q2,criminals_q3,criminals_q4,criminals_q5,criminals_q7,criminals_q8,criminals_q9,domestic_violence_q1,domestic_violence_q2,domestic_violence_q4,domestic_violence_q5,domestic_violence_q7,domestic_violence_q9,domestic_violence_q11,domestic_violence_q12,domestic_violence_q13,domestic_violence_q14,domestic_violence_q15,domestic_violence_q16,domestic_violence_q17,drugs_and_alcohol_q1,drugs_and_alcohol_q2,drugs_and_alcohol_q3,drugs_and_alcohol_q4,drugs_and_alcohol_q7,drugs_and_alcohol_q8,drugs_and_alcohol_q9,drugs_and_alcohol_q10,drugs_and_alcohol_q11,drugs_and_alcohol_q12,mental_illness_q1,mental_illness_q2,mental_illness_q3,mental_illness_q4,mental_illness_q5,mental_illness_q6,mental_illness_q7,mental_illness_q8,mental_illness_q9,mental_illness_q10,mental_illness_q11,mental_illness_q12,minimum_age_q1,minimum_age_q2,minimum_age_q3,minimum_age_q4,permitting_process_q1,permitting_process_q2,permitting_process_q3,permitting_process_q5,permitting_process_q6,permitting_process_q7,permitting_process_q8,permitting_process_q9,permitting_process_q10,permitting_process_q12,permitting_process_q13,other_q1,other_q2,other_q3,other_q4,other_q5,other_q6,other_q7,other_q8,other_q9,background_checks_q2_neighbors,criminals_q2_neighbors,criminals_q3_neighbors,criminals_q4_neighbors,criminals_q5_neighbors,criminals_q7_neighbors,criminals_q8_neighbors,criminals_q9_neighbors,domestic_violence_q1_neighbors,domestic_violence_q2_neighbors,domestic_violence_q4_neighbors,domestic_violence_q5_neighbors,domestic_violence_q7_neighbors,domestic_violence_q9_neighbors,domestic_violence_q11_neighbors,domestic_violence_q12_neighbors,domestic_violence_q13_neighbors,domestic_violence_q14_neighbors,domestic_violence_q15_neighbors,domestic_violence_q16_neighbors,domestic_violence_q17_neighbors,drugs_and_alcohol_q1_neighbors,drugs_and_alcohol_q2_neighbors,drugs_and_alcohol_q3_neighbors,drugs_and_alcohol_q4_neighbors,drugs_and_alcohol_q7_neighbors,drugs_and_alcohol_q8_neighbors,drugs_and_alcohol_q9_neighbors,drugs_and_alcohol_q10_neighbors,drugs_and_alcohol_q11_neighbors,drugs_and_alcohol_q12_neighbors,mental_illness_q1_neighbors,mental_illness_q2_neighbors,mental_illness_q3_neighbors,mental_illness_q4_neighbors,mental_illness_q5_neighbors,mental_illness_q6_neighbors,mental_illness_q7_neighbors,mental_illness_q8_neighbors,mental_illness_q9_neighbors,mental_illness_q10_neighbors,mental_illness_q11_neighbors,mental_illness_q12_neighbors,minimum_age_q1_neighbors,minimum_age_q2_neighbors,minimum_age_q3_neighbors,minimum_age_q4_neighbors,permitting_process_q1_neighbors,permitting_process_q2_neighbors,permitting_process_q3_neighbors,permitting_process_q5_neighbors,permitting_process_q6_neighbors,permitting_process_q7_neighbors,permitting_process_q8_neighbors,permitting_process_q9_neighbors,permitting_process_q10_neighbors,permitting_process_q12_neighbors,permitting_process_q13_neighbors,other_q1_neighbors,other_q2_neighbors,other_q3_neighbors,other_q4_neighbors,other_q5_neighbors,other_q6_neighbors,other_q7_neighbors,other_q8_neighbors,other_q9_neighbors,homicide_rank
New Jersey 2003,0.21649484536082475,0.15923566878980894,0.23170731707317074,0.23348694316436253,0.03375527426160335,0.06134969325153375,0.24999999999999994,0.34505032296830407,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.25,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.5,0.0,0.75,0.41666666666666663,0.25,0.25,0.5,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.4166666666666667,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2004,0.20618556701030927,0.15923566878980894,0.2073170731707317,0.20890937019969277,0.03797468354430378,0.06134969325153375,0.2596153846153845,0.35323719393120023,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.5,0.0,0.75,0.41666666666666663,0.25,0.25,0.5,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.4166666666666667,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2005,0.22164948453608246,0.18471337579617836,0.19512195121951217,0.17414965986394557,0.008438818565400796,0.024539877300613494,0.24999999999999994,0.4956887486855941,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.5,0.0,0.75,0.41666666666666663,0.25,0.25,0.5,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2006,0.23711340206185572,0.19745222929936307,0.20731707317073175,0.17503217503217508,0.0253164556962025,0.04907975460122699,0.24999999999999994,0.3846920139465383,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2007,0.20618556701030927,0.17834394904458598,0.17073170731707318,0.15686274509803924,0.029535864978902926,0.04294478527607362,0.26923076923076916,0.42691903259726605,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2008,0.18556701030927836,0.15286624203821658,0.17073170731707324,0.17777777777777787,0.03797468354430378,0.04907975460122699,0.27884615384615385,0.41183795450772054,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2009,0.15463917525773196,0.14012738853503184,0.12195121951219513,0.13605442176870752,0.008438818565400796,0.04907975460122699,0.21153846153846145,0.34849742653162874,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2010,0.19587628865979378,0.1656050955414013,0.17073170731707313,0.16666666666666663,0.08016877637130798,0.05521472392638037,0.3653846153846153,0.46703470031545746,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2011,0.21134020618556704,0.17834394904458598,0.18292682926829276,0.1680672268907564,0.0675105485232067,0.04907975460122699,0.34615384615384603,0.475178482483812,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2012,0.20103092783505155,0.17197452229299362,0.17073170731707324,0.1616161616161617,0.05907172995780585,0.03680981595092024,0.34615384615384603,0.5347930970495454,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.3333333333333333,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2013,0.21134020618556704,0.18471337579617836,0.17073170731707324,0.15238095238095245,0.08860759493670883,0.05521472392638037,0.3846153846153846,0.4842271293375394,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.8333333333333334,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.4444444444444444,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2014,0.18041237113402064,0.1656050955414013,0.13414634146341461,0.13095238095238093,0.10548523206751054,0.05521472392638037,0.42307692307692313,0.5186119873817036,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.8333333333333334,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.5,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2015,0.19072164948453607,0.1656050955414013,0.15853658536585366,0.15476190476190477,0.10126582278481011,0.05521472392638037,0.41346153846153855,0.5100157728706626,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.8333333333333334,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.5,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Jersey 2016,0.19587628865979378,0.1910828025477707,0.12195121951219508,0.10582010582010579,0.05485232067510548,0.04294478527607362,0.326923076923077,0.4842271293375394,1.0,0.75,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.8333333333333334,0.47368421052631593,0.08333333333333333,0.8333333333333333,0.0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.0,0.08333333333333333,0.5714285714285714,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.8333333333333333,0.8333333333333333,0.08333333333333333,0.5,0.0,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.75,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,3
New Mexico 1999,0.42783505154639173,0.2802547770700637,0.5,0.3123809523809524,0.5147679324894514,0.5644171779141106,0.5576923076923077,0.09864935224036017,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.8421052631578948,0.05,0.0,0.05,0.6,0.6,0.2,0.0,0.0,0.6,0.1,0.4,0.0,0.4,0.0,0.2,0.0,0.6,0.4,0.6,0.0,0.0,0.1,0.0,0.6,0.4,0.4,0.6,0.4,0.2,0.25,0.25,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.8,1.0,0.6,0.8,1.0,1.0,0.8,0.4,0.2,0.0,0.8,0.6,0.4,0.8,0.7,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.4,0.2,4
